Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
doughs_SaleNote_010,items,Quest - Note,,,"Trying to Reach You!",,,,,,,,,,,,,,
doughs_SaleNote_010Desc,items,Quest - Note,,,"This is the final and last chance to compete and win in the lottery of life! Finally, you can just squeak by and snag a great deal before it slips through your fingers! We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
doughs_Mail_Junk_001,items,Quest - Note,,,"Official Looking Letter",,,,,,,,,,,,,,
doughs_Mail_Junk_001Desc,items,Quest - Note,,,"YOU JUST WON TEN MILLION DOLLARS* ($10,000,000)! Just fill out this check and mail it back to MILLIONAIRES PLAYHOUSE(c) within 14 days to claim your TEN MILLION DOLLARS! Since you're about to be SO RICH, you might as well take part in these GREAT magazine DEALS! Choose up to THREE magazines from the list below and sit back LIKE A MILLIONAIRE(c) drinking and reading care free on top of your BIG PILE OF MONEY!\nPlease wait 4-6 weeks for delivery.",,,,,,,,,,,,,,
doughs_Mail_Junk_002,items,Quest - Note,,,"Open Immediately",,,,,,,,,,,,,,
doughs_Mail_Junk_002Desc,items,Quest - Note,,,"Lawn too long? Need someone to cut your grass but don't have the gas? Call Dr. Lawn Guy PhD for all your mowing and mowing clean up needs!",,,,,,,,,,,,,,
doughs_Mail_Junk_003,items,Quest - Note,,,"Please Open!",,,,,,,,,,,,,,
doughs_Mail_Junk_003Desc,items,Quest - Note,,,"We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
doughs_Mail_Junk_004,items,Quest - Note,,,"Important Letter",,,,,,,,,,,,,,
doughs_Mail_Junk_004Desc,items,Quest - Note,,,"Mrs BarnsFallen, This is to inform you of your recent test results. The tests all were negative.  Negative for... Vitamin D! The Doctor orders you to try Mister Shady's Vitamin D gummies today! Enclosed is a 10% off coupon when you buy two(2) mister Shady's Grape or Orange Vitamin D gummies. Feel Strong and get your life back!",,,,,,,,,,,,,,
doughs_Mail_Junk_005,items,Quest - Note,,,"Please Open!",,,,,,,,,,,,,,
doughs_Mail_Junk_005Desc,items,Quest - Note,,,"$5 off any* pizza from Have A Slice Day pizzaria!\n\n*Offer valid for any medium or smaller pizza. Maximum of 2 toppings...",,,,,,,,,,,,,,
doughs_AirdropNote_001,items,Quest - Note,,,"HELLO SURVIVORS!",,,,,,,,,,,,,,
doughs_AirdropNote_001Desc,items,Quest - Note,,,"Hello!  We have had reports of human activity in this area and hope that these supplies find you well!\nWe are doing our best to locate you so please do not travel far from this location.\nWe will be surveying the area as time and resources permit.\nBe safe and wait for rescue!",,,,,,,,,,,,,,
doughs_AirdropNote_002,items,Quest - Note,,,"PLEASE READ!",,,,,,,,,,,,,,
doughs_AirdropNote_002Desc,items,Quest - Note,,,"Hello!  We have detected activity from this area using high altitude surveillance and hope this finds you alive and well.\nWe are currently short of supplies for this region but continue to be on the lookout for future drops.\nIf you encounter military forces in your area be sure to loudly, peacefully, and clearly indicate you are not infected but do not approach them.\nThey will instruct you with next steps on how to proceed.",,,,,,,,,,,,,,
doughs_AirdropNote_003,items,Quest - Note,,,"HANG IN THERE!",,,,,,,,,,,,,,
doughs_AirdropNote_003Desc,items,Quest - Note,,,"Friends!  Please accept this crate knowing that we are doing our best to continue to supply survivors like yourself with aid.\nWe have search parties combing the area and hope to locate you and your party members as soon as possible!",,,,,,,,,,,,,,
doughs_AirdropNote_004,items,Quest - Note,,,"DO NOT TRAVEL WEST!",,,,,,,,,,,,,,
doughs_AirdropNote_004Desc,items,Quest - Note,,,"To whom it may concern,\nThis crate is being dropped at the edge of a known large active area of infected.\nDo not travel west of this location.  Please take any items you need to continue surviving.  We are doing our best to help those we can.",,,,,,,,,,,,,,
doughs_AirdropNote_005,items,Quest - Note,,,"ATTENTION!",,,,,,,,,,,,,,
doughs_AirdropNote_005Desc,items,Quest - Note,,,"This supply drop may be the last we can provide for several days.  We are sorry that we have been unable to locate you by now but there is a lot of ground to over and you were not at the last drop location when our rescue arrived.\nPlease do not leave the area unless it is necessary for survival!",,,,,,,,,,,,,,
doughs_AirdropNote_006,items,Quest - Note,,,"DO NOT HEAD NORTH!",,,,,,,,,,,,,,
doughs_AirdropNote_006Desc,items,Quest - Note,,,"Survivor(s),\nOur intelligence have detected a very large concentration of radiated infected to the North, about half a days walk from this location.\nDO NOT APPROACH THIS AREA!",,,,,,,,,,,,,,
doughs_AirdropNote_007,items,Quest - Note,,,"ATTENTION!",,,,,,,,,,,,,,
doughs_AirdropNote_007Desc,items,Quest - Note,,,"It may be some time before we will be able to send resources into this area to coordinate a rescue of you and your people.\nThere are many others in more dire need than yourself near the cities and radiated zones.\nStay safe and do not give up hope.\nWe plan to send as many supplies by plane as we can to you.",,,,,,,,,,,,,,
doughs_AirdropNote_008,items,Quest - Note,,,"IMPORTANT!",,,,,,,,,,,,,,
doughs_AirdropNote_008Desc,items,Quest - Note,,,"We are doing our best to send you overflow supplies from our main depot in this area.  Be aware that you are in a small, relatively unaffected area of infected survivors and radiation and it has been difficult sending you these drops\nRemain vigilant and know that we are working to bring you home!",,,,,,,,,,,,,,
doughs_AirdropNote_009,items,Quest - Note,,,"STAY AWAY FROM THE SOUTH!",,,,,,,,,,,,,,
doughs_AirdropNote_000Desc,items,Quest - Note,,,"There is a large area of radiation to the South.  Do not attempt to cross it, it is too large to cross safely!  You will be able to recognize this area by the dying vegetation.",,,,,,,,,,,,,,
doughs_AirdropNote_010,items,Quest - Note,,,"DO NOT GO EAST!",,,,,,,,,,,,,,
doughs_AirdropNote_010Desc,items,Quest - Note,,,"Our satellites have detected that the area to your EAST is contaminated with high amounts of radioactive fallout. DO NOT travel any farther EAST than this supply drop.\nWe attempted to pick you up but you were not in the designated location.",,,,,,,,,,,,,,
doughs_AirdropNote_011,items,Quest - Note,,,"IMPORTANT NOTICE",,,,,,,,,,,,,,
doughs_AirdropNote_011Desc,items,Quest - Note,,,"We have been trying to reach you regarding your vehicles extended warranty...",,,,,,,,,,,,,,
doughs_PoemNote_001,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_001Desc,items,Quest - Note,,,"[ff0000]Dark Love. Vol 1, page 3[-]\nI love you more\nthan biscuits and gravy\nbut the smell of your skin is\ndriving me crazy!\nSoon I will have to consume you…",,,,,,,,,,,,,,
doughs_PoemNote_002,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_002Desc,items,Quest - Note,,,"[ff0000]Dark Love. Vol 1, page 16[-]\nBy the light of the silvery moon\nI swoon.\nTho zombies forlornly call,\nI hopelessly fall,\nmore in love\nwith you.",,,,,,,,,,,,,,
doughs_PoemNote_003,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_003Desc,items,Quest - Note,,,"[ff0000]Dark Love. Vol 1, page 22[-]: Sweet\n\nShe was so sweet!\nHer hair was soft and styled quite neat.\nThe hunger...that blasted hunger\nmade her even sweeter to eat.\nNow I miss my lovely, soft haired treat.",,,,,,,,,,,,,,
doughs_PoemNote_004,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_004Desc,items,Quest - Note,,,"[ff0000]Dark Love. Vol 1, page 31[-]: A Plea from Insanity\nGlitching....gli...glit...glitching\nmy brain seems to be ditching\neverything and everyone I used to know.\nI call for you\nI beat on the door\nLet me in sweeheart please!\nI want to taste...\nI mean know you more\nCome darling, don't be a bloody tease.....",,,,,,,,,,,,,,
doughs_PoemNote_005,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_005Desc,items,Quest - Note,,,"[ff0000]Dark Love. Vol 1, page 40[-]\nHeads in a jar\nthe apocalypse left me with a brain scar,\nbut these beautiful, bobbing heads,\nthey soothe me and keep me company.",,,,,,,,,,,,,,
doughs_PoemNote_006,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_006Desc,items,Quest - Note,,,"[990033]Dark Love. Vol 2, preface[-]\nRead this tome and you will see,\nthe miracle of applied faith\nand pure hearted spirituality!",,,,,,,,,,,,,,
doughs_PoemNote_007,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_007Desc,items,Quest - Note,,,"[990033]Dark Love. Vol 2, page 13[-]\nYour breath\nmakes my body ache!\nSee a dentist\nfor heaven’s sake!",,,,,,,,,,,,,,
doughs_PoemNote_008,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_008Desc,items,Quest - Note,,,"[990033]Dark Love. Vol 2, page 27[-]: Family Affair\nMommy ate Daddy late afternoon one day.\nThen his sister Aunt Clara, came\nand took us kids away.\n\nNow my brother Bobby is acting all crazy\nSays his vision is off,\nHis brain feels all hazy.\n\nI’m scared, but Aunt Clara says don’t be\nShe’s a strong woman and she’ll protect me.\nBut what about Bobby, who will protect him?",,,,,,,,,,,,,,
doughs_PoemNote_009,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_009Desc,items,Quest - Note,,,"[990033]Dark Love. Vol 2, page 38[-]\nI saw Owen at the Mall today.\nBastard was with another girl!\nGranted he was a’chewin her ugly face off.\nBut it still pissed me the hell off!!",,,,,,,,,,,,,,
doughs_PoemNote_010,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_010Desc,items,Quest - Note,,,"[990033]Dark Love. Vol 2, 44[-]\nTo have and to hold\nYour love went cold\nSo did my heart\nI tore you apart\nYou tasted good sauteed with\nwine and mushrooms...",,,,,,,,,,,,,,
doughs_PoemNote_011,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_011Desc,items,Quest - Note,,,"She bitched when we had to eat canned cat food.\nShe bitched when her cat turned up dead.\nShaking her head and rolling her eyes,\n'It don’t taste like chicken..' she said.\nWell then we’ll see just how much\nthe bitch likes the taste\nof this here shotgun lead.",,,,,,,,,,,,,,
doughs_PoemNote_012,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_012Desc,items,Quest - Note,,,"Dr. Darla,\nMy back aches, my teeth are falling out,\nI can’t think strait.\nI have this odd like sensation of dread.\nHelp me please!",,,,,,,,,,,,,,
doughs_PoemNote_013,items,Quest - Note,,,"A Poem",,,,,,,,,,,,,,
doughs_PoemNote_013Desc,items,Quest - Note,,,"The wind howled,\nthe red sky cowered.\nI trembled in my bed,\nfrozen with dread.\nThe blood moon cometh again…",,,,,,,,,,,,,,
doughs_JournalNote_001,items,Quest - Note,,,"Page from a diary",,,,,,,,,,,,,,
doughs_JournalNote_001Desc,items,Quest - Note,,,"Dear Diary,\nShit!! Tried to make a iron ax today & cut my fool finger off!\nI hope the danged blood smell don’t make none of them dead fucks\ncome back around…",,,,,,,,,,,,,,
doughs_JournalNote_002,items,Quest - Note,,,"Page from a diary",,,,,,,,,,,,,,
doughs_JournalNote_002Desc,items,Quest - Note,,,"Dear Diary,\nOh boy howdy! There was a big ruckus up at the Doggo’s\ngrooming shack today. Somebody told somebody else, that somebody else’s dog done bit ‘em in the ass crack! They got ta fightin’ and cussin’.\nThe old biddy who got bit, told the old geezer whose dog bit ‘er, that he\nwas just as mangy as his ugly old dog! Then, they says, SHE bit HIM!",,,,,,,,,,,,,,
doughs_JournalNote_003,items,Quest - Note,,,"Page from a diary",,,,,,,,,,,,,,
doughs_JournalNote_003Desc,items,Quest - Note,,,"Dear Diary,\nI found an old, moldy box chock full of curly hair today!\nSuch pretty, blonde curls, even if the box did stink.\nI wonder what it’d be like to make a sweater with all that\ngolden hair. It’s cold, and winter is coming on.",,,,,,,,,,,,,,
doughs_JournalNote_004,items,Quest - Note,,,"Page from a diary",,,,,,,,,,,,,,
doughs_JournalNote_004Desc,items,Quest - Note,,,"Dear Diary,\nHiding out here in the woods, you think you’re pretty clever don’t ya?\nWell to that zombie coming up behind you right now you ain’t.\nLook up and live! I mean it-\nTurn around fool before you git got!!",,,,,,,,,,,,,,
doughs_CraftableBook_001,items,Book,,,"Dark Love. Vol 1",,,,,,,,,,,,,,
doughs_CraftableBook_001Desc,items,Book,,,"This appears to be a book of poetry written during the end times",,,,,,,,,,,,,,
doughs_CraftableBook_002,items,Book,,,"Dark Love. Vol 2",,,,,,,,,,,,,,
doughs_CraftableBook_002Desc,items,Book,,,"This appears to be a book of poetry written during the end times",,,,,,,,,,,,,,
doughs_BrassBB,items,Ammo,,,"Brass BB",,,,,,,,,,,,,,
doughs_BrassBBDesc,items,Ammo,,,"Fancy Brass BBs. Doesn't do a lot of damage, but ... and everyone 'sees' this coming...don't shoot your eye out.",,,,,,,,,,,,,,
doughs_BrassBB_Schematic,items,Item,,,"Brass BB Schematic",,,,,,,,,,,,,,
doughs_BrassBB_SchematicDesc,items,Item,,,"Looks like crafting brass BB's isn't too hard.\nI mean, you're probably (maybe) smart enough to craft an auto aiming turret that shoots junk, but you really had your doubts on how to form perfectly round small metal BB's until you read this.",,,,,,,,,,,,,,
doughs_gunPistolBB,items,Gun,,,"Pistol BB gun",,,,,,,,,,,,,,
doughs_gunPistolBBDesc,items,Gun,,,"A basic BB gun pistol that uses BB ammo.  Maybe with enough mods and skill it could be useful?\n\nRepair with a Repair Kit.\nScrap to metal.",,,,,,,,,,,,,,
doughs_BrownBook_Base,items,Book,,,"How to Collect Old Books",,,,,,,,,,,,,,
doughs_BrownBook_BaseDesc,items,Book,,,"First, purchase an old book.\nThen do not sell it.\nRepeat.",,,,,,,,,,,,,,
doughs_BrownBook_001,items,Book,,,"Master Baiting Enthusiast",,,,,,,,,,,,,,
doughs_BrownBook_001Desc,items,Book,,,"[42f5da]TIPS[-]\nHow to catch fish using both One and Two handed methods. By F. Inger Cummings.",,,,,,,,,,,,,,
doughs_BrownBook_002,items,Book,,,"How to Collect Old Books",,,,,,,,,,,,,,
doughs_BrownBook_002Desc,items,Book,,,"[42f5da]TIPS[-]\nFirst, find a book.\nThen do not sell it.\nRepeat.\nYou would think it's that easy, but you'd be surprised how much work goes into collecting! ...",,,,,,,,,,,,,,
doughs_BrownBook_003,items,Book,,,"History of Classic Television Shows - Vol. 1",,,,,,,,,,,,,,
doughs_BrownBook_003Desc,items,Book,,,"Did you know that Wards Wally was Junes Beaver Cleaver?\nA fascinating deep look at several of the most popular sitcoms of the Golden Age of Television...",,,,,,,,,,,,,,
doughs_BrownBook_004,items,Book,,,"101 Home Security Tips and Tricks",,,,,,,,,,,,,,
doughs_BrownBook_004Desc,items,Book,,,"[42f5da]TIPS[-]\nHow to modify your home so that burglars will not find your valuables!\nLearn the secrets THEY DON'T WANT YOU TO KNOW!",,,,,,,,,,,,,,
doughs_BrownBook_005,items,Book,,,"Knitting for Fun and Profit",,,,,,,,,,,,,,
doughs_BrownBook_005Desc,items,Book,,,"[42f5da]TIPS[-]\nLearn this fascinating time honored craft to keep you busy AND provide gifts for friends and family!",,,,,,,,,,,,,,
doughs_BrownBook_006,items,Book,,,"PC Repair: Masterclass",,,,,,,,,,,,,,
doughs_BrownBook_006Desc,items,Book,,,"[4266f5]COMPUTER[-]\n1995 Edition\nMaster the intricate complexities of assembling these amazing machines!\nYou too can soon be ON THE INTERNET.\nContains a new chapter of the latest information on how to choose the right Sound Card for your Christmas build!\nAuthored by: G. Rey Beard.",,,,,,,,,,,,,,
doughs_BrownBook_007,items,Book,,,"Fortran Programming 4th Ed.",,,,,,,,,,,,,,
doughs_BrownBook_007Desc,items,Book,,,"[4266f5]COMPUTER[-]\nFortran Programming - From stdout to bubblesort. Navezgane University Press. 1997",,,,,,,,,,,,,,
doughs_BrownBook_008,items,Book,,,"How to WIN at Navezopoly",,,,,,,,,,,,,,
doughs_BrownBook_008Desc,items,Book,,,"[42f5da]TIPS[-]\nHave you ever wanted to be the BIG WINNER at one of the hottest games around?\nThis book is PACKED with secrets from the pros that will take your game from snoring to adoring!",,,,,,,,,,,,,,
doughs_BrownBook_009,items,Book,,,"The Llama That Saw Ya",,,,,,,,,,,,,,
doughs_BrownBook_009Desc,items,Book,,,"[f28a35]KIDS[-]\nWhere's Llama?\nIs he....behind the couch? NO!\nIs he....behind the chair? NO!\nIs he....behind the curtains?\nNO! WAIT! THERE HE IS!\nLlama ALREADY SAW YOU!\nSilly Llama!\n- THE END",,,,,,,,,,,,,,
doughs_BrownBook_010,items,Book,,,"Hidden Nature: Tide Pools",,,,,,,,,,,,,,
doughs_BrownBook_010Desc,items,Book,,,"[72f542]NATURE[-]\nWithin you will marvel at the amazing diversity of life found in tide pools\nTheir fragile ecosystem is constantly being rebuilt with every rise and fall of the tide....",,,,,,,,,,,,,,
doughs_BrownBook_011,items,Book,,,"Don't Eat Yellow Dough",,,,,,,,,,,,,,
doughs_BrownBook_011Desc,items,Book,,,"[c7979e]MYSTERY[-]\n...A delightful cozy mystery about a local pastry chef solving a murder involving a very suspicious package found in the old house she is renovating to make room for her new bakery and a strange cat that befriended her. Another 'Who dough'nit mystery written by: Stu. F. FinMuffins",,,,,,,,,,,,,,
doughs_BrownBook_012,items,Book,,,"Shamway Soup for the Soul",,,,,,,,,,,,,,
doughs_BrownBook_012Desc,items,Book,,,"101 stories of perseverance showing how much you have to gain by giving it all and letting it all go.\n'A Delightful read!' - Frederick Kreugerman",,,,,,,,,,,,,,
doughs_BrownBook_013,items,Book,,,"Coming to Terms With Death",,,,,,,,,,,,,,
doughs_BrownBook_013Desc,items,Book,,,"A compilation of true life stories by Frank Stein. After the short journey of life, most people and their loved ones find they are still not prepared for the final days.\nThese 7 stories of what it's like to experience the death of a loved one will hopefully prepare you for your eventual crossing over into the unknown realm...",,,,,,,,,,,,,,
doughs_BrownBook_014,items,Book,,,"7 Days to a Better You!",,,,,,,,,,,,,,
doughs_BrownBook_014Desc,items,Book,,,"[f0d99e]SELF HELP[-]\nJoin Dr. Zed Walker as he gives you tips and exercises to take you from a shambling groaning mess to a lean, mean, exercising machine!\nLearn how to eat better and maximize your potential!",,,,,,,,,,,,,,
doughs_BrownBook_015,items,Book,,,"7 Days to Fry",,,,,,,,,,,,,,
doughs_BrownBook_015Desc,items,Book,,,"[8fe3ca]FOOD[-]\n(This cookbook appears to have delicious recipes, but it looks like all of them contain exotic perishable ingredients you're unlikely to find anymore.  Like sugar. Or flour. )",,,,,,,,,,,,,,
doughs_BrownBook_016,items,Book,,,"7 Ways to Try",,,,,,,,,,,,,,
doughs_BrownBook_016Desc,items,Book,,,"[f28a35]KIDS[-]\nIs your child afraid of the dark?  If so, these 7 techniques will help you coax your child to be comfortable sleeping alone with the light off",,,,,,,,,,,,,,
doughs_BrownBook_017,items,Book,,,"7 Filets to Buy",,,,,,,,,,,,,,
doughs_BrownBook_017Desc,items,Book,,,"[8fe3ca]FOOD[-]\nJoin in world renowned Chef Zed Hungerman as he samples different fish from the 7 seas.  Includes recipes!  Al you have to do is provide the exotic fish!",,,,,,,,,,,,,,
doughs_BrownBook_018,items,Book,,,"7 Glades to Scry",,,,,,,,,,,,,,
doughs_BrownBook_018Desc,items,Book,,,"[72f542]NATURE[-]\nAn autobiography about the famous water dowser Jon Z Ombie and his life finding water in places you wouldn't believe!",,,,,,,,,,,,,,
doughs_BrownBook_019,items,Book,,,"Seven Parades to Eye",,,,,,,,,,,,,,
doughs_BrownBook_019Desc,items,Book,,,"The definitive compendium of parades you must not miss before you die!\nCovers recent entries such as The Winter Plowmans Shamble to the historic 10,000 year old Walk of Shame.",,,,,,,,,,,,,,
doughs_BrownBook_020,items,Book,,,"7 Crays to Dry",,,,,,,,,,,,,,
doughs_BrownBook_020Desc,items,Book,,,"[8fe3ca]FOOD[-]\nTired of leftover crayfish after a long week of crayfish?\nLearn 7 amazing ways to cure this confounding crustacean using nothing but air!",,,,,,,,,,,,,,
doughs_BrownBook_021,items,Book,,,"Seven Shades to Guile",,,,,,,,,,,,,,
doughs_BrownBook_021Desc,items,Book,,,"[f0d99e]SELF HELP[-]\nAre you finding yourself constantly being referred to as 'dumbass' by your dumbass friends?\nIf so, maybe YOU ARE the dumbass!  Take this 7 step mind expanding course to ride the brain train to outsmartsville!\nShow those dumbasses who's ass is now dumb, you ass! Today!",,,,,,,,,,,,,,
doughs_BrownBook_022,items,Book,,,"7 Faes to Ride",,,,,,,,,,,,,,
doughs_BrownBook_022Desc,items,Book,,,"[bf269e]BUCKS ADVENTURES[-]\nRide hard yet light with Buck Pumpington as he yet again sways the Faes of the Dark, Wet, and Dangerous Forests of Bush Valley\nThere's 'nary a fairy that wont be coming to Bucks famous all you can eat hot winged party!\nBook #5 in the Buck Hard series.",,,,,,,,,,,,,,
doughs_BrownBook_023,items,Book,,,"7 Dates to Hi",,,,,,,,,,,,,,
doughs_BrownBook_023Desc,items,Book,,,"[dae86d]SELF HELP/DATING[-]\nTired of dating apps that over promise and under deliver? Delete them today!\nUse these seven smooth tricks to talk to all the hot young singles in your local grocery store!",,,,,,,,,,,,,,
doughs_BrownBook_024,items,Book,,,"7 Fates to Cry",,,,,,,,,,,,,,
doughs_BrownBook_024Desc,items,Book,,,"[c7979e]MYSTERY[-]\n...having tired of day after day of boring butter and happiness, a middle aged pastry chef snaps and rages into a horrifying bludgeoning spree ...\nand 6 other shocking and incredibly true and saddening tales unfold.",,,,,,,,,,,,,,
doughs_BrownBook_025,items,Book,,,"Seven Grades to Wine",,,,,,,,,,,,,,
doughs_BrownBook_025Desc,items,Book,,,"[8fe3ca]FOOD[-]\nThink you know everything about wine? Thunk again!\nContains 26 high quality color plates and all the information you need to quantify, qualify, highlight, and describe the exact color of any wine in immaculate detail that's sure to dazzle everyone at your next get together!",,,,,,,,,,,,,,
doughs_BrownBook_026,items,Book,,,"7 Dyads to Ides",,,,,,,,,,,,,,
doughs_BrownBook_026Desc,items,Book,,,"(The text in this book is unintelligible.  But whomever illustrated it really knew how to capture the beauty and raw ... fury ... of the naked human form.\nYou might want to hang onto this for later ... study.)",,,,,,,,,,,,,,
doughs_BrownBook_027,items,Book,,,"7 Hays to Fly",,,,,,,,,,,,,,
doughs_BrownBook_027Desc,items,Book,,,"[dae86d]SELF HELP/DATING[-]\nTired of always being a wallflower at the shindig because you don't know how to approach others? Want to be more confident AND successful? Then buy this book NOW! Learn the 7 socially acceptable ways to say hey' to strangers in any situation...'",,,,,,,,,,,,,,
doughs_BrownBook_028,items,Book,,,"7 Strays to Shine",,,,,,,,,,,,,,
doughs_BrownBook_028Desc,items,Book,,,"Follow 102 year old Laurie Fanderlin as she reminisces about the seven stray dogs that she took into her home in 1920 and how they changed her life forever.",,,,,,,,,,,,,,
doughs_BrownBook_029,items,Book,,,"Seven Rays to Brine",,,,,,,,,,,,,,
doughs_BrownBook_029Desc,items,Book,,,"[cbeb98]SCI FI[-]\nIt is the year 3037, 700 years after the humans perished and 698 years after the shy, highly intelligent HighBottom brine shrimp of Rastar 5 landed and, coming too late to save them, quietly repopulated the Earth.\nNow, mighty prawns battle for control of what was once Lake Baikal as Commander BrightTail desperately tries to forge a path to peace.",,,,,,,,,,,,,,
doughs_BrownBook_030,items,Book,,,"7 Ehs to Bile",,,,,,,,,,,,,,
doughs_BrownBook_030Desc,items,Book,,,"[8f81b5]MEDICAL[-]\nA book of only mildly entertaining and useless facts about bile.",,,,,,,,,,,,,,
doughs_BrownBook_031,items,Book,,,"7 Jays to Hine - Hine A servant; a farm laborer; a peasant; a hind.",,,,,,,,,,,,,,
doughs_BrownBook_031Desc,items,Book,,,"[5f3cbd]REMINISCE[-]\n(page 72) William, yet thee should not strive to bear those forefeathers wishes come true to thee and fly farther than the Sun itself? Nay, I shall work and toil these fields and let the seeds I drop from my behind grow into that most delicious foods as surely agreed upon by all the fowl...",,,,,,,,,,,,,,
doughs_BrownBook_032,items,Book,,,"Seven Lays to Time",,,,,,,,,,,,,,
doughs_BrownBook_032Desc,items,Book,,,"[bf269e]BUCKS ADVENTURES[-]\nBuck Pumpington is at it again as he manhandles the Time Juicer, sending him barebacked ... in Time! Join in as Buck ravishes the mighty (and randy) dinosaurs of the Jurassex and try to keep up as he rapidly hops from Era to Vera across the ages!\nBook #2 in the Buck Hard series.",,,,,,,,,,,,,,
doughs_BrownBook_033,items,Book,,,"7 Mays to Crime",,,,,,,,,,,,,,
doughs_BrownBook_033Desc,items,Book,,,"[c7979e]MYSTERY[-]\n(Apparently this is a murder mystery about a killer who always kills during the month of May ... and steals one item from the victim and mails it to their dog. Oh, it looks like the killer was ... a cat. Huh.)",,,,,,,,,,,,,,
doughs_BrownBook_034,items,Book,,,"Seven Maize Tooth Smile",,,,,,,,,,,,,,
doughs_BrownBook_034Desc,items,Book,,,"[72f542]NATURE[-]\nAriel photographs of the largest corn mazes in Ohio from 1978-2010 to brighten your day. Special introductory preface by Colonel Cobb\nPhotographs by Zea Mays",,,,,,,,,,,,,,
doughs_BrownBook_035,items,Book,,,"Seven Nays to Ply",,,,,,,,,,,,,,
doughs_BrownBook_035Desc,items,Book,,,"[f0d99e]SELF HELP[-]\nTired of always hearing 'Yes' from other people? Are you simply TOO successful and like-able? Is there just nothing you can't do that doesn't make you richer and more successful? Read this and learn to dig deep to find that tiny inner failure inside yourself.\nLearn to live like the rest of humanity, if but just for 7 days.",,,,,,,,,,,,,,
doughs_BrownBook_036,items,Book,,,"Seven Pays to Mine",,,,,,,,,,,,,,
doughs_BrownBook_036Desc,items,Book,,,"[5f3cbd]REMINISCE[-]\n...Sean picked up his steel pickaxe and continued looking for the treasure. He swung and the axe made the same dull 'ka chunk' sound he had heard over and over and over since he begun digging 3 days ago. Rock. Rock. Sand. Rock. Rock.\nHe began to wonder if maybe he had dug too far.",,,,,,,,,,,,,,
doughs_BrownBook_037,items,Book,,,"7 Slays to Vine",,,,,,,,,,,,,,
doughs_BrownBook_037Desc,items,Book,,,"[c7979e]MYSTERY[-]\n(page 89) Cassandra gripped the wooden stake and held it to the throat of the Prince of Vampires. 'Tell me where the sacred wine is!' she screamed. 'Vine, what Vine?' the prince said with a smirk.",,,,,,,,,,,,,,
doughs_BrownBook_038,items,Book,,,"7 Sways to Bridle",,,,,,,,,,,,,,
doughs_BrownBook_038Desc,items,Book,,,"Advanced Equestrian Dancing Techniques for lonely people in faraway places. Its a horse, of course, but if bored it's no chore to reinforce ahorse retrorse.",,,,,,,,,,,,,,
doughs_BrownBook_039,items,Book,,,"Seven Trays to Pile",,,,,,,,,,,,,,
doughs_BrownBook_039Desc,items,Book,,,"[8fe3ca]FOOD[-]\n(last page)... and so, having put the seventh tray upon the sixth tray, Sean gazed upon the pile of trays.\n'What a nice pile of trays' he thought to himself as he stepped over the bodies on the floor.\nTHE END",,,,,,,,,,,,,,
doughs_BrownBook_040,items,Book,,,"7 Trades to Compile",,,,,,,,,,,,,,
doughs_BrownBook_040Desc,items,Book,,,"[4266f5]COMPUTER[-]\nFollow in the footsteps of 7 neckbeards as they compile code in different languages and discuss how their language is superior to all the others.  Introduction of superior languages by Larri Walle.",,,,,,,,,,,,,,
doughs_BrownBook_041,items,Book,,,"Seven Tardigrades to Swine",,,,,,,,,,,,,,
doughs_BrownBook_041Desc,items,Book,,,"[cbeb98]SCI FI[-]\nFert Turdeson was but a small tardigrade floating about in a waterdrop on the ear of a pig who was currently rooting up the ground near the old red brick house on top of Hill Road in Boise, Idaho.\nWhat Fert didn't know could fill a Universe and what he didn't know was he had been chosen to rule over all of Humankind.\nFert awoke, ready to begin a new day...",,,,,,,,,,,,,,
doughs_BrownBook_042,items,Book,,,"7 Udays to Mile",,,,,,,,,,,,,,
doughs_BrownBook_042Desc,items,Book,,,"(This is written in a language you cannot read.  The 35 color plates are exquisite though)",,,,,,,,,,,,,,
doughs_BrownBook_043,items,Book,,,"7 Valets to Rile",,,,,,,,,,,,,,
